,0,1,2
0,-0.03861594170803452,-0.017688814517667066,-0.007824008555271766
1,-0.036303369674908256,0.015021395523334657,-0.006309317196951228
2,-0.028849059919796097,-0.0014762011361438318,-0.009202188130381449
3,0.025170017079516344,0.009943585202897967,-0.02090168552034781
4,-0.03861594170803452,-0.017688814517667066,-0.007824008555271766
5,-0.03680458398013075,-0.013598100491206518,-0.0051257698161145905
6,-0.027852460760058175,-0.006386512311729007,-0.0039013146238919124
7,-0.025789959517352093,-0.026357332526244302,0.010478312341462225
8,-0.02340609744906552,-0.023886923565030374,-0.008970827344604896
9,0.002274739688628515,0.03890209565296958,0.007643357678679673
10,-0.027137223126378177,8.215950887771085e-06,0.0001746337961650475
11,0.002274739688628515,0.03890209565296958,0.007643357678679673
12,-0.03275835661617214,-0.009750929447216687,0.0279156727846658
13,0.015746793836109045,0.004598160594305109,-0.01508811057370476
14,-0.02002837585143464,0.09143318110703996,-0.002785763045349561
15,-0.018181941732805948,0.09246051768838401,-0.0019091558176722052
16,0.02567643690892034,0.04466846568386028,0.018977754337290743
17,0.008427525086274049,0.03013670793906639,-0.03118528932024771
18,-0.03140531050773153,-0.012199571518790794,-0.01685251542635468
19,0.025225598046966356,0.031847745439297026,-0.029382641387769918
20,0.012005511648412364,0.01860378512563289,0.0063432131973685715
21,-0.006417188824282369,0.017425776450610275,0.007173191340975181
22,0.006910615063532482,-0.004751086169917469,-0.010253031109174898
23,-0.01463562967191984,-0.0021676217900233946,-0.01373618587150957
24,-0.01039151209300295,0.0019205014501809366,0.009660293579141582
25,-0.009951126365029227,-0.01998657138967155,0.005126496742152628
26,-0.0012383826831017103,-0.027959485423206157,-0.009660193781494304
27,0.006910615063532482,-0.004751086169917469,-0.010253031109174898
28,-0.03871315520571562,-0.014416762888219095,-0.004100303091173282
29,-0.024555272059578546,-0.026748032085011635,-0.006683995107283649
30,-0.028075565258088513,0.006883525361360189,0.011125847416817622
31,-0.027570589921633002,-0.0035648011368625988,0.011319326093465988
32,-0.01910312885067249,0.020827897973641554,-0.0035829779430793045
33,-0.039113087417366674,0.06985778223522204,0.003749806426674146
34,-0.009125178933723273,-0.004047406333805771,0.011813842709091346
35,-0.03247049899798199,-0.012965371806201643,-0.021184862613570835
36,-0.0102512113331636,-0.029444874182420498,-0.006141791148525184
37,0.007970261264147873,-0.006975069958291256,-0.005380065671572768
38,-0.05619453195031204,-0.03242237166550009,-0.0023536607283308015
39,0.007224331052441486,0.028762174100308235,0.00463809489960937
40,0.007224331052441486,0.028762174100308235,0.00463809489960937
41,-0.01672048554572857,0.0025442117796005913,-0.018929151990544516
42,0.005968997050355612,-0.002089141261475579,-0.023405770699975414
43,0.009402248364258247,-0.008715341989676426,-0.003666145290775146
44,-0.032551406373672036,-0.035953419113074925,-0.001553634648474596
45,-0.0007291186549707156,-0.022782005653098448,0.0715356798211942
46,-0.02874748096763433,0.033742848281695145,-0.011384628180014357
47,0.016194088694995896,-0.004522933835893399,-0.013145349290623307
48,-0.00743959490571116,-0.028968104459243388,-0.0015168415905283989
49,-0.0020211168992569153,0.01002833812957781,0.015918633842563028
50,-0.008649145896661534,-0.02046428549209827,-0.028052911392390766
51,-0.019215402995561154,-0.025062334403906657,0.003007271528328411
52,-0.01717803277641878,-0.02772041897592309,0.002595475083019664
53,-0.00217995085912041,0.04555001665666973,0.003540608381429564
54,-0.006633649522968547,0.028636956667909073,0.013289248645547312
55,-0.030858604879098746,0.011280046160845613,-0.005449045565351069
56,0.02285059258628819,-0.015071969272804367,-0.03356708837123122
57,-0.026741078781459413,0.074679683246892,0.008163761789673863
58,-0.017859769645010057,0.0001053464181006255,0.00040818279193185515
59,-0.0052953506894355285,-0.00928636540762886,0.0013958936305224785
60,-0.0015746683785869435,0.007914013498793698,-0.007818569507513553
61,-0.010937907395609979,0.03134469676366509,-0.007440699978811754
62,-0.014923607062934788,-0.011648834371860806,-0.0039266946738239095
63,-0.03294048043201872,-0.008265455687324414,-4.0825090703204905e-06
64,-0.026711719473323355,-0.02817076481121214,-0.0016350967656581636
65,-0.026711719473323355,-0.02817076481121214,-0.0016350967656581636
66,-0.01829412036811026,-0.015166804221187012,-0.0012546961450900008
67,-0.021191529656330477,-0.03321158212565543,0.005240896485009071
68,0.03189623378945412,0.022913582957716786,0.009153737229587192
69,-0.006713617722997363,-0.0206511566657664,-0.0004926835029615672
70,-0.02486912128885399,-0.014428169961517466,-0.007313823180652699
71,-0.02647044454018988,0.012926518528655213,-3.2975957199748475e-05
72,-0.02746270012121054,0.012027741315658867,0.00042809948523469914
73,-0.02342024916304526,-0.008784719466072944,-0.020027561833908056
74,0.019688330213453224,0.03724395015983035,-0.006688152742729301
75,0.01696815692638983,-0.0052313441602229085,-0.006669176613846093
76,0.01696815692638983,-0.0052313441602229085,-0.006669176613846093
77,-0.03349236308148461,-0.01697626294062153,0.007255578977816638
78,-0.030841505677770498,-0.0016245258542699603,0.007465822958929373
79,-0.005896843747271554,0.04452658927837924,-0.0008577855344883423
80,-0.013419239100357553,-0.03129857071272732,-0.00021096396885145457
81,0.02933212260521973,0.052318962654773114,-0.034738962974650844
82,-0.008631872511410867,0.01576785454016389,-0.001696538327338337
83,-0.005630808028100141,0.02639011499981124,-0.03262864149778702
84,0.0185991498519116,0.008107900844794869,0.024109706191311933
85,-0.014645748329445563,-0.004580506839058516,0.01131945013698741
86,0.04296885686773703,0.06446294513828481,0.0005707658136180557
87,-0.0062035337149876435,-0.016272845590776568,-0.0027747275884196306
88,0.024000812879554058,0.06433410361284625,0.0011433890577370607
89,-0.03444656757124886,-0.022812719728628778,-0.012022604401422195
90,-0.01681912820733695,0.05775859678381974,0.017477874255981504
91,0.04296885686773703,0.06446294513828481,0.0005707658136180557
92,0.04379711043408904,0.06360062631869959,-0.0009071086285159734
93,-0.0062035337149876435,-0.016272845590776568,-0.0027747275884196306
94,-0.0563387340240211,0.01694274397190222,0.05301879985873205
95,-0.006197188287929232,0.003304458678690266,0.07601098495757239
96,-0.03042679611043739,-0.022769529991643438,0.0016197147816601008
97,-0.008257943441137956,-0.023590975210617822,-0.011580770719145494
98,-0.037982532965545796,-0.0316126124113802,-0.015494804775432401
99,-0.01820775891553255,-0.009265410409044272,-0.01468367571754324
100,-0.009011056035162272,-0.007084847578274243,-0.0049274452454433505
101,0.0019141223339764928,-0.022475063612318512,-0.0001560508488891595
102,-0.01820775891553255,-0.009265410409044272,-0.01468367571754324
103,-0.019989318363301468,-0.001367800083641335,-0.009922402752203349
104,-0.013180774812400223,-0.02019536143308843,-0.0050323521221792965
105,-0.019989318363301468,-0.001367800083641335,-0.009922402752203349
106,0.031089561396308942,0.049070435724323354,-0.03802228381983015
107,-0.017167058255234173,0.00518731259623773,0.004106789112859656
108,0.01470666706427335,0.023102128852287164,0.0009885539513308228
109,-0.01858244623507245,0.06456545141640374,0.0008761300809020595
110,-0.0015605476809154788,0.0004137844267639544,-0.00859623454514911
111,-0.016921196344688968,0.014237268545801611,-0.005420072902458302
112,-0.0157579600934784,0.018842165535252333,-0.0032059003872409587
113,0.014144196152586726,0.012211969527592284,-0.014160664915509923
114,-0.0015605476809154788,0.0004137844267639544,-0.00859623454514911
115,0.015111082384190545,0.0037770199995780882,-0.008836854390855447
116,-0.007524476899827222,-0.01028053174122506,-0.008396782434563427
117,-0.022368424512870737,-0.0218209545109532,-0.01187469361552062
118,-0.006053317934501731,-0.0030049916425637147,-0.0007277340490583453
119,-0.035663125075002224,0.014529726075564011,0.00493752308060036
120,-0.056834352797797125,0.004291321014104059,-0.0214587819799473
121,-0.006053317934501731,-0.0030049916425637147,-0.0007277340490583453
122,-0.03984640062476986,-0.031226059341987827,-0.017413631384943958
123,-0.036651865763218765,-0.015152261759242164,-0.011822169797872296
124,-0.020654156762538425,0.0165874866733863,0.01056455041361554
125,-0.023910855929104562,0.03033913548751966,-0.017298426373477574
126,-0.05889304171778229,-0.045121822010061145,-0.013580223847171356
127,-0.05968719172012368,-0.044940113388609634,-0.013041661136253388
128,0.0024280749603519873,-0.027259415854719346,0.001538566297170767
